ws-2,ws-1,ws,ws+1,wd-2,wd-1,wd,wd+1,hour_from_06,week,month,production
1.44,2.22,2.4,2.52,203.82,169.75,162.17,158.7,8,27,7,0.0
2.22,2.4,2.52,2.57,169.75,162.17,158.7,157.24,9,27,7,0.0
2.4,2.52,2.57,2.63,162.17,158.7,157.24,156.03,10,27,7,0.01
2.52,2.57,2.63,2.76,158.7,157.24,156.03,153.58,11,27,7,0.01
2.57,2.63,2.76,3.04,157.24,156.03,153.58,149.37,12,27,7,0.01
2.63,2.76,3.04,3.39,156.03,153.58,149.37,144.51,13,27,7,0.01
2.76,3.04,3.39,3.69,153.58,149.37,144.51,139.6,14,27,7,0.01
3.04,3.39,3.69,3.85,149.37,144.51,139.6,134.69,15,27,7,0.08
3.39,3.69,3.85,3.83,144.51,139.6,134.69,130.17,16,27,7,0.025
3.69,3.85,3.83,3.62,139.6,134.69,130.17,126.63,17,27,7,0.08
3.85,3.83,3.62,2.97,134.69,130.17,126.63,136.14,6,27,7,0.201
3.83,3.62,2.97,2.86,130.17,126.63,136.14,132.13,5,27,7,0.12
3.62,2.97,2.86,2.93,126.63,136.14,132.13,125.85,4,27,7,0.035
2.97,2.86,2.93,3.14,136.14,132.13,125.85,119.18,3,27,7,0.05
2.86,2.93,3.14,3.41,132.13,125.85,119.18,113.51,2,27,7,0.08
2.93,3.14,3.41,3.63,125.85,119.18,113.51,109.2,1,27,7,0.065
3.14,3.41,3.63,3.72,119.18,113.51,109.2,106.16,0,27,7,0.14
3.41,3.63,3.72,3.77,113.51,109.2,106.16,104.81,1,27,7,0.08
3.63,3.72,3.77,3.95,109.2,106.16,104.81,105.91,2,27,7,0.055
3.72,3.77,3.95,4.35,106.16,104.81,105.91,109.48,3,27,7,0.025
3.77,3.95,4.35,4.87,104.81,105.91,109.48,114.04,4,27,7,0.04
3.95,4.35,4.87,5.37,105.91,109.48,114.04,118.64,5,27,7,0.1
4.35,4.87,5.37,4.74,109.48,114.04,118.64,128.18,6,27,7,0.175
4.87,5.37,4.74,5.3,114.04,118.64,128.18,132.5,7,27,7,0.13
5.37,4.74,5.3,5.97,118.64,128.18,132.5,132.24,8,27,7,0.095
4.74,5.3,5.97,6.66,128.18,132.5,132.24,129.64,9,27,7,0.095
5.3,5.97,6.66,7.26,132.5,132.24,129.64,126.24,10,27,7,0.19
5.97,6.66,7.26,7.62,132.24,129.64,126.24,122.86,11,27,7,0.221
6.66,7.26,7.62,7.67,129.64,126.24,122.86,119.83,12,27,7,0.226
7.26,7.62,7.67,7.52,126.24,122.86,119.83,117.26,13,27,7,0.301
7.62,7.67,7.52,7.35,122.86,119.83,117.26,115.55,14,27,7,0.42100000000000004
7.67,7.52,7.35,7.28,119.83,117.26,115.55,115.09,15,27,7,0.486
7.52,7.35,7.28,7.17,117.26,115.55,115.09,115.46,16,27,7,0.47600000000000003
7.35,7.28,7.17,6.81,115.55,115.09,115.46,116.0,17,27,7,0.47600000000000003
7.28,7.17,6.81,5.91,115.09,115.46,116.0,112.45,6,27,7,0.521
7.17,6.81,5.91,5.38,115.46,116.0,112.45,115.22,5,27,7,0.47600000000000003
6.81,5.91,5.38,4.89,116.0,112.45,115.22,116.34,4,27,7,0.501
5.91,5.38,4.89,4.45,112.45,115.22,116.34,116.08,3,27,7,0.662
5.38,4.89,4.45,4.06,115.22,116.34,116.08,115.24,2,27,7,0.747
4.89,4.45,4.06,3.7,116.34,116.08,115.24,115.13,1,27,7,0.622
4.45,4.06,3.7,3.4,116.08,115.24,115.13,117.07,0,27,7,0.406
4.06,3.7,3.4,3.28,115.24,115.13,117.07,120.38,1,27,7,0.19
3.7,3.4,3.28,3.52,115.13,117.07,120.38,122.89,2,27,7,0.11
3.4,3.28,3.52,4.17,117.07,120.38,122.89,123.15,3,27,7,0.075
3.28,3.52,4.17,5.05,120.38,122.89,123.15,122.74,4,27,7,0.135
3.52,4.17,5.05,5.88,122.89,123.15,122.74,123.03,5,27,7,0.11
4.17,5.05,5.88,6.7,123.15,122.74,123.03,132.94,6,27,7,0.201
5.05,5.88,6.7,6.75,122.74,123.03,132.94,132.32,7,27,7,0.386
5.88,6.7,6.75,6.61,123.03,132.94,132.32,132.85,8,27,7,0.461
6.7,6.75,6.61,6.34,132.94,132.32,132.85,134.06,9,27,7,0.451
6.75,6.61,6.34,6.09,132.32,132.85,134.06,135.15,10,27,7,0.376
6.61,6.34,6.09,6.02,132.85,134.06,135.15,135.02,11,27,7,0.266
6.34,6.09,6.02,6.21,134.06,135.15,135.02,133.05,12,27,7,0.24100000000000002
6.09,6.02,6.21,6.36,135.15,135.02,133.05,130.23,13,27,7,0.23600000000000002
6.02,6.21,6.36,6.07,135.02,133.05,130.23,127.34,14,27,7,0.226
6.21,6.36,6.07,5.1,133.05,130.23,127.34,124.22,15,27,7,0.271
6.36,6.07,5.1,3.86,130.23,127.34,124.22,119.72,16,27,7,0.271
6.07,5.1,3.86,2.95,127.34,124.22,119.72,113.22,17,27,7,0.29600000000000004
5.1,3.86,2.95,3.66,124.22,119.72,113.22,106.24,6,27,7,0.19
3.86,2.95,3.66,3.33,119.72,113.22,106.24,104.72,5,27,7,0.12
2.95,3.66,3.33,3.18,113.22,106.24,104.72,102.23,4,27,7,0.195
3.66,3.33,3.18,3.17,106.24,104.72,102.23,99.29,3,27,7,0.281
3.33,3.18,3.17,3.24,104.72,102.23,99.29,96.8,2,27,7,0.221
3.18,3.17,3.24,3.34,102.23,99.29,96.8,95.47,1,27,7,0.14
3.17,3.24,3.34,3.41,99.29,96.8,95.47,95.41,0,27,7,0.21600000000000003
3.24,3.34,3.41,3.44,96.8,95.47,95.41,95.31,1,27,7,0.281
3.34,3.41,3.44,3.43,95.47,95.41,95.31,93.59,2,27,7,0.20600000000000002
3.41,3.44,3.43,3.41,95.41,95.31,93.59,89.44,3,27,7,0.185
3.44,3.43,3.41,3.41,95.31,93.59,89.44,85.52,4,27,7,0.24600000000000002
3.43,3.41,3.41,3.45,93.59,89.44,85.52,85.48,5,27,7,0.266
3.41,3.41,3.45,3.55,89.44,85.52,85.48,83.01,6,27,7,0.165
3.41,3.45,3.55,3.94,85.52,85.48,83.01,90.84,7,27,7,0.025
3.45,3.55,3.94,4.1,85.48,83.01,90.84,97.9,8,27,7,0.01
3.55,3.94,4.1,4.11,83.01,90.84,97.9,104.57,9,27,7,0.0
3.94,4.1,4.11,4.09,90.84,97.9,104.57,109.68,10,27,7,0.01
4.1,4.11,4.09,4.1,97.9,104.57,109.68,111.21,11,27,7,0.035
4.11,4.09,4.1,4.2,104.57,109.68,111.21,108.12,12,27,7,0.03
4.09,4.1,4.2,4.29,109.68,111.21,108.12,103.66,13,27,7,0.02
4.1,4.2,4.29,4.18,111.21,108.12,103.66,101.39,14,27,7,0.045
4.2,4.29,4.18,3.72,108.12,103.66,101.39,103.82,15,27,7,0.07
4.29,4.18,3.72,3.14,103.66,101.39,103.82,109.42,16,27,7,0.085
4.18,3.72,3.14,2.73,101.39,103.82,109.42,112.95,17,27,7,0.065
3.72,3.14,2.73,2.97,103.82,109.42,112.95,108.7,6,28,7,0.015
3.14,2.73,2.97,2.94,109.42,112.95,108.7,108.75,5,28,7,0.01
2.73,2.97,2.94,2.85,112.95,108.7,108.75,115.61,4,28,7,0.035
2.97,2.94,2.85,2.79,108.7,108.75,115.61,126.18,3,28,7,0.09
2.94,2.85,2.79,2.77,108.75,115.61,126.18,134.25,2,28,7,0.115
2.85,2.79,2.77,2.62,115.61,126.18,134.25,133.12,1,28,7,0.06
2.79,2.77,2.62,2.4,126.18,134.25,133.12,116.54,0,28,7,0.05
2.77,2.62,2.4,2.54,134.25,133.12,116.54,92.97,1,28,7,0.03
2.62,2.4,2.54,2.94,133.12,116.54,92.97,79.63,2,28,7,0.0
2.4,2.54,2.94,3.14,116.54,92.97,79.63,79.78,3,28,7,0.0
2.54,2.94,3.14,3.23,92.97,79.63,79.78,87.43,4,28,7,0.04
2.94,3.14,3.23,3.5,79.63,79.78,87.43,96.18,5,28,7,0.04
3.14,3.23,3.5,4.34,79.78,87.43,96.18,106.87,6,28,7,0.09
3.23,3.5,4.34,5.05,87.43,96.18,106.87,108.15,7,28,7,0.125
3.5,4.34,5.05,5.64,96.18,106.87,108.15,108.84,8,28,7,0.085
4.34,5.05,5.64,6.1,106.87,108.15,108.84,109.15,9,28,7,0.055
5.05,5.64,6.1,6.45,108.15,108.84,109.15,108.67,10,28,7,0.085
5.64,6.1,6.45,6.69,108.84,109.15,108.67,106.91,11,28,7,0.21100000000000002
6.1,6.45,6.69,6.84,109.15,108.67,106.91,103.9,12,28,7,0.266
6.45,6.69,6.84,6.77,108.67,106.91,103.9,101.89,13,28,7,0.185
6.69,6.84,6.77,6.3,106.91,103.9,101.89,103.77,14,28,7,0.16
6.84,6.77,6.3,5.43,103.9,101.89,103.77,112.94,15,28,7,0.075
6.77,6.3,5.43,4.58,101.89,103.77,112.94,128.26,16,28,7,0.175
6.3,5.43,4.58,3.91,103.77,112.94,128.26,142.94,17,28,7,0.12
5.43,4.58,3.91,3.15,112.94,128.26,142.94,133.26,6,28,7,0.02
4.58,3.91,3.15,2.46,128.26,142.94,133.26,127.73,5,28,7,0.05
3.91,3.15,2.46,2.1,142.94,133.26,127.73,120.81,4,28,7,0.07
3.15,2.46,2.1,2.01,133.26,127.73,120.81,113.94,3,28,7,0.005
2.46,2.1,2.01,2.17,127.73,120.81,113.94,108.21,2,28,7,0.0
2.1,2.01,2.17,2.54,120.81,113.94,108.21,103.66,1,28,7,0.03
2.01,2.17,2.54,3.11,113.94,108.21,103.66,100.05,0,28,7,0.02
2.17,2.54,3.11,3.76,108.21,103.66,100.05,97.82,1,28,7,0.075
2.54,3.11,3.76,4.39,103.66,100.05,97.82,96.98,2,28,7,0.105
3.11,3.76,4.39,4.89,100.05,97.82,96.98,97.5,3,28,7,0.16
3.76,4.39,4.89,5.24,97.82,96.98,97.5,99.69,4,28,7,0.18
4.39,4.89,5.24,5.45,96.98,97.5,99.69,104.08,5,28,7,0.231
4.89,5.24,5.45,5.91,97.5,99.69,104.08,108.1,6,28,7,0.306
5.24,5.45,5.91,6.41,99.69,104.08,108.1,111.86,7,28,7,0.28600000000000003
5.45,5.91,6.41,6.73,104.08,108.1,111.86,114.04,8,28,7,0.24600000000000002
5.91,6.41,6.73,6.91,108.1,111.86,114.04,115.21,9,28,7,0.306
6.41,6.73,6.91,7.0,111.86,114.04,115.21,115.89,10,28,7,0.306
6.73,6.91,7.0,7.09,114.04,115.21,115.89,116.47,11,28,7,0.306
6.91,7.0,7.09,7.24,115.21,115.89,116.47,117.13,12,28,7,0.316
7.0,7.09,7.24,7.34,115.89,116.47,117.13,117.36,13,28,7,0.381
7.09,7.24,7.34,7.27,116.47,117.13,117.36,116.48,14,28,7,0.41100000000000003
7.24,7.34,7.27,6.94,117.13,117.36,116.48,113.98,15,28,7,0.426
7.34,7.27,6.94,6.39,117.36,116.48,113.98,110.44,16,28,7,0.391
7.27,6.94,6.39,5.66,116.48,113.98,110.44,106.88,17,28,7,0.34600000000000003
6.94,6.39,5.66,5.56,113.98,110.44,106.88,101.4,6,28,7,0.316
6.39,5.66,5.56,5.18,110.44,106.88,101.4,99.12,5,28,7,0.271
5.66,5.56,5.18,4.8,106.88,101.4,99.12,99.83,4,28,7,0.276
5.56,5.18,4.8,4.42,101.4,99.12,99.83,103.1,3,28,7,0.226
5.18,4.8,4.42,4.05,99.12,99.83,103.1,107.51,2,28,7,0.276
4.8,4.42,4.05,3.67,99.83,103.1,107.51,110.92,1,28,7,0.21600000000000003
4.42,4.05,3.67,3.23,103.1,107.51,110.92,111.4,0,28,7,0.145
4.05,3.67,3.23,2.89,107.51,110.92,111.4,110.88,1,28,7,0.1
3.67,3.23,2.89,2.86,110.92,111.4,110.88,113.62,2,28,7,0.07
3.23,2.89,2.86,3.29,111.4,110.88,113.62,121.35,3,28,7,0.06
2.89,2.86,3.29,3.95,110.88,113.62,121.35,129.89,4,28,7,0.06
2.86,3.29,3.95,4.49,113.62,121.35,129.89,137.99,5,28,7,0.045
3.29,3.95,4.49,4.54,121.35,129.89,137.99,147.94,6,28,7,0.045
3.95,4.49,4.54,4.73,129.89,137.99,147.94,155.68,7,28,7,0.085
4.49,4.54,4.73,4.76,137.99,147.94,155.68,160.13,8,28,7,0.085
4.54,4.73,4.76,4.63,147.94,155.68,160.13,162.64,9,28,7,0.08
4.73,4.76,4.63,4.43,155.68,160.13,162.64,164.2,10,28,7,0.095
4.76,4.63,4.43,4.23,160.13,162.64,164.2,165.65,11,28,7,0.05
4.63,4.43,4.23,4.12,162.64,164.2,165.65,167.72,12,28,7,0.035
4.43,4.23,4.12,3.97,164.2,165.65,167.72,170.91,13,28,7,0.055
4.23,4.12,3.97,3.67,165.65,167.72,170.91,176.13,14,28,7,0.04
4.12,3.97,3.67,3.18,167.72,170.91,176.13,184.95,15,28,7,0.035
3.97,3.67,3.18,2.74,170.91,176.13,184.95,196.08,16,28,7,0.02
3.67,3.18,2.74,2.52,176.13,184.95,196.08,202.81,17,28,7,0.025
3.18,2.74,2.52,2.35,184.95,196.08,202.81,187.01,6,28,7,0.06
2.74,2.52,2.35,2.45,196.08,202.81,187.01,180.91,5,28,7,0.03
2.52,2.35,2.45,2.5,202.81,187.01,180.91,177.71,4,28,7,0.045
2.35,2.45,2.5,2.45,187.01,180.91,177.71,177.04,3,28,7,0.065
2.45,2.5,2.45,2.21,180.91,177.71,177.04,179.99,2,28,7,0.075
2.5,2.45,2.21,1.71,177.71,177.04,179.99,190.96,1,28,7,0.135
2.45,2.21,1.71,1.2,177.04,179.99,190.96,225.51,0,28,7,0.185
2.21,1.71,1.2,1.43,179.99,190.96,225.51,273.82,1,28,7,0.075
1.71,1.2,1.43,2.01,190.96,225.51,273.82,295.0,2,28,7,0.005
1.2,1.43,2.01,2.26,225.51,273.82,295.0,302.49,3,28,7,0.0
1.43,2.01,2.26,2.19,273.82,295.0,302.49,304.94,4,28,7,0.0
2.01,2.26,2.19,2.03,295.0,302.49,304.94,303.42,5,28,7,0.03
2.26,2.19,2.03,2.04,302.49,304.94,303.42,291.53,6,28,7,0.03
2.19,2.03,2.04,2.23,304.94,303.42,291.53,290.25,7,28,7,0.0
2.03,2.04,2.23,2.45,303.42,291.53,290.25,290.6,8,28,7,0.0
2.04,2.23,2.45,2.7,291.53,290.25,290.6,292.27,9,28,7,0.0
2.23,2.45,2.7,2.98,290.25,290.6,292.27,295.74,10,28,7,0.0
2.45,2.7,2.98,3.34,290.6,292.27,295.74,301.27,11,28,7,0.0
2.7,2.98,3.34,3.8,292.27,295.74,301.27,308.02,12,28,7,0.015
2.98,3.34,3.8,4.18,295.74,301.27,308.02,313.57,13,28,7,0.005
3.34,3.8,4.18,4.21,301.27,308.02,313.57,316.81,14,28,7,0.025
3.8,4.18,4.21,3.7,308.02,313.57,316.81,317.46,15,28,7,0.095
4.18,4.21,3.7,2.95,313.57,316.81,317.46,316.97,16,28,7,0.085
4.21,3.7,2.95,2.38,316.81,317.46,316.97,318.43,17,28,7,0.13
3.7,2.95,2.38,3.2,317.46,316.97,318.43,331.68,6,28,7,0.12
2.95,2.38,3.2,3.15,316.97,318.43,331.68,337.25,5,28,7,0.095
2.38,3.2,3.15,3.17,318.43,331.68,337.25,341.64,4,28,7,0.095
3.2,3.15,3.17,3.23,331.68,337.25,341.64,344.72,3,28,7,0.1
3.15,3.17,3.23,3.28,337.25,341.64,344.72,346.7,2,28,7,0.16
3.17,3.23,3.28,3.27,341.64,344.72,346.7,347.89,1,28,7,0.19
3.23,3.28,3.27,3.17,344.72,346.7,347.89,348.48,0,28,7,0.165
3.28,3.27,3.17,3.06,346.7,347.89,348.48,347.93,1,28,7,0.105
3.27,3.17,3.06,3.04,347.89,348.48,347.93,345.5,2,28,7,0.09
3.17,3.06,3.04,3.19,348.48,347.93,345.5,341.41,3,28,7,0.1
3.06,3.04,3.19,3.42,347.93,345.5,341.41,338.04,4,28,7,0.095
3.04,3.19,3.42,3.6,345.5,341.41,338.04,337.28,5,28,7,0.11
3.19,3.42,3.6,3.14,341.41,338.04,337.28,349.58,6,28,7,0.11
3.42,3.6,3.14,3.26,338.04,337.28,349.58,357.26,7,28,7,0.005
3.6,3.14,3.26,3.59,337.28,349.58,357.26,9.25,8,28,7,0.0
3.14,3.26,3.59,4.17,349.58,357.26,9.25,20.77,9,28,7,0.04
3.26,3.59,4.17,4.87,357.26,9.25,20.77,28.99,10,28,7,0.165
3.59,4.17,4.87,5.5,9.25,20.77,28.99,33.41,11,28,7,0.266
4.17,4.87,5.5,5.87,20.77,28.99,33.41,34.56,12,28,7,0.326
4.87,5.5,5.87,5.85,28.99,33.41,34.56,33.89,13,28,7,0.35100000000000003
5.5,5.87,5.85,5.36,33.41,34.56,33.89,32.41,14,28,7,0.361
5.87,5.85,5.36,4.38,34.56,33.89,32.41,30.55,15,28,7,0.311
5.85,5.36,4.38,3.28,33.89,32.41,30.55,27.85,16,28,7,0.306
5.36,4.38,3.28,2.51,32.41,30.55,27.85,24.18,17,28,7,0.29100000000000004
4.38,3.28,2.51,3.55,30.55,27.85,24.18,19.43,6,28,7,0.281
3.28,2.51,3.55,3.4,27.85,24.18,19.43,17.63,5,28,7,0.23600000000000002
2.51,3.55,3.4,3.4,24.18,19.43,17.63,20.44,4,28,7,0.366
3.55,3.4,3.4,3.54,19.43,17.63,20.44,26.24,3,28,7,0.381
3.4,3.4,3.54,3.72,17.63,20.44,26.24,32.2,2,28,7,0.42100000000000004
3.4,3.54,3.72,3.8,20.44,26.24,32.2,36.29,1,28,7,0.48100000000000004
3.54,3.72,3.8,3.67,26.24,32.2,36.29,38.12,0,28,7,0.451
3.72,3.8,3.67,3.51,32.2,36.29,38.12,41.31,1,28,7,0.466
3.8,3.67,3.51,3.59,36.29,38.12,41.31,50.07,2,28,7,0.47600000000000003
3.67,3.51,3.59,4.25,38.12,41.31,50.07,62.94,3,28,7,0.501
3.51,3.59,4.25,5.15,41.31,50.07,62.94,71.95,4,28,7,0.42100000000000004
3.59,4.25,5.15,5.6,50.07,62.94,71.95,75.59,5,28,7,0.251
4.25,5.15,5.6,4.76,62.94,71.95,75.59,83.73,6,28,7,0.19
5.15,5.6,4.76,4.97,71.95,75.59,83.73,91.84,7,28,7,0.226
5.6,4.76,4.97,5.59,75.59,83.73,91.84,92.8,8,28,7,0.18
4.76,4.97,5.59,6.4,83.73,91.84,92.8,90.51,9,28,7,0.065
4.97,5.59,6.4,7.2,91.84,92.8,90.51,88.81,10,28,7,0.115
5.59,6.4,7.2,7.74,92.8,90.51,88.81,90.13,11,28,7,0.306
6.4,7.2,7.74,7.88,90.51,88.81,90.13,95.79,12,28,7,0.47100000000000003
7.2,7.74,7.88,7.77,88.81,90.13,95.79,104.22,13,28,7,0.596
7.74,7.88,7.77,7.51,90.13,95.79,104.22,113.19,14,28,7,0.657
7.88,7.77,7.51,7.06,95.79,104.22,113.19,120.85,15,28,7,0.586
7.77,7.51,7.06,6.49,104.22,113.19,120.85,126.86,16,28,7,0.5760000000000001
7.51,7.06,6.49,5.96,113.19,120.85,126.86,130.49,17,28,7,0.627
7.06,6.49,5.96,6.0,120.85,126.86,130.49,129.58,6,28,7,0.546
6.49,5.96,6.0,5.95,126.86,130.49,129.58,129.18,5,28,7,0.521
5.96,6.0,5.95,5.58,130.49,129.58,129.18,128.26,4,28,7,0.35100000000000003
6.0,5.95,5.58,5.02,129.58,129.18,128.26,126.75,3,28,7,0.536
5.95,5.58,5.02,4.36,129.18,128.26,126.75,124.69,2,28,7,0.617
5.58,5.02,4.36,3.74,128.26,126.75,124.69,122.32,1,28,7,0.5660000000000001
5.02,4.36,3.74,3.24,126.75,124.69,122.32,120.09,0,28,7,0.41100000000000003
4.36,3.74,3.24,2.97,124.69,122.32,120.09,117.8,1,28,7,0.29100000000000004
3.74,3.24,2.97,3.0,122.32,120.09,117.8,115.16,2,28,7,0.29100000000000004
3.24,2.97,3.0,3.38,120.09,117.8,115.16,112.48,3,28,7,0.391
2.97,3.0,3.38,3.96,117.8,115.16,112.48,110.63,4,28,7,0.446
3.0,3.38,3.96,4.52,115.16,112.48,110.63,109.76,5,28,7,0.496
3.38,3.96,4.52,5.2,112.48,110.63,109.76,113.73,6,28,7,0.276
3.96,4.52,5.2,5.65,110.63,109.76,113.73,115.81,7,28,7,0.075
4.52,5.2,5.65,6.07,109.76,113.73,115.81,114.64,8,28,7,0.18
5.2,5.65,6.07,6.45,113.73,115.81,114.64,111.76,9,28,7,0.21100000000000002
5.65,6.07,6.45,6.75,115.81,114.64,111.76,108.17,10,28,7,0.29600000000000004
6.07,6.45,6.75,6.96,114.64,111.76,108.17,104.57,11,28,7,0.29100000000000004
6.45,6.75,6.96,7.02,111.76,108.17,104.57,101.57,12,28,7,0.29600000000000004
6.75,6.96,7.02,6.81,108.17,104.57,101.57,100.11,13,28,7,0.376
6.96,7.02,6.81,6.2,104.57,101.57,100.11,101.54,14,28,7,0.401
7.02,6.81,6.2,5.2,101.57,100.11,101.54,107.95,15,28,7,0.371
6.81,6.2,5.2,4.23,100.11,101.54,107.95,119.23,16,28,7,0.28600000000000003
6.2,5.2,4.23,3.6,101.54,107.95,119.23,130.32,17,28,7,0.175
5.2,4.23,3.6,3.41,107.95,119.23,130.32,129.77,6,29,7,0.105
4.23,3.6,3.41,3.14,119.23,130.32,129.77,130.28,5,29,7,0.07
3.6,3.41,3.14,3.04,130.32,129.77,130.28,126.78,4,29,7,0.135
3.41,3.14,3.04,3.09,129.77,130.28,126.78,120.74,3,29,7,0.165
3.14,3.04,3.09,3.2,130.28,126.78,120.74,114.97,2,29,7,0.23600000000000002
3.04,3.09,3.2,3.26,126.78,120.74,114.97,111.57,1,29,7,0.306
3.09,3.2,3.26,3.15,120.74,114.97,111.57,111.19,0,29,7,0.336
3.2,3.26,3.15,3.07,114.97,111.57,111.19,111.11,1,29,7,0.29600000000000004
3.26,3.15,3.07,3.24,111.57,111.19,111.11,107.79,2,29,7,0.23600000000000002
3.15,3.07,3.24,3.87,111.19,111.11,107.79,101.14,3,29,7,0.201
3.07,3.24,3.87,4.78,111.11,107.79,101.14,96.67,4,29,7,0.29100000000000004
3.24,3.87,4.78,5.62,107.79,101.14,96.67,96.55,5,29,7,0.321
3.87,4.78,5.62,6.68,101.14,96.67,96.55,110.25,6,29,7,0.29100000000000004
4.78,5.62,6.68,7.42,96.67,96.55,110.25,115.36,7,29,7,0.326
5.62,6.68,7.42,7.76,96.55,110.25,115.36,117.65,8,29,7,0.486
6.68,7.42,7.76,7.78,110.25,115.36,117.65,118.44,9,29,7,0.451
7.42,7.76,7.78,7.76,115.36,117.65,118.44,118.71,10,29,7,0.5760000000000001
7.76,7.78,7.76,8.0,117.65,118.44,118.71,119.36,11,29,7,0.667
7.78,7.76,8.0,8.65,118.44,118.71,119.36,120.76,12,29,7,0.7120000000000001
7.76,8.0,8.65,9.17,118.71,119.36,120.76,122.14,13,29,7,0.787
8.0,8.65,9.17,8.86,119.36,120.76,122.14,122.92,14,29,7,0.8270000000000001
8.65,9.17,8.86,7.28,120.76,122.14,122.92,122.68,15,29,7,0.847
9.17,8.86,7.28,5.11,122.14,122.92,122.68,120.74,16,29,7,0.672
8.86,7.28,5.11,3.35,122.92,122.68,120.74,115.23,17,29,7,0.511
7.28,5.11,3.35,4.34,122.68,120.74,115.23,108.95,6,29,7,0.331
5.11,3.35,4.34,3.65,120.74,115.23,108.95,106.13,5,29,7,0.18
3.35,4.34,3.65,3.23,115.23,108.95,106.13,102.74,4,29,7,0.221
4.34,3.65,3.23,3.03,108.95,106.13,102.74,99.64,3,29,7,0.281
3.65,3.23,3.03,2.94,106.13,102.74,99.64,97.89,2,29,7,0.371
3.23,3.03,2.94,2.84,102.74,99.64,97.89,98.2,1,29,7,0.47600000000000003
3.03,2.94,2.84,2.67,99.64,97.89,98.2,101.05,0,29,7,0.41600000000000004
2.94,2.84,2.67,2.55,97.89,98.2,101.05,105.81,1,29,7,0.401
2.84,2.67,2.55,2.63,98.2,101.05,105.81,110.44,2,29,7,0.28600000000000003
2.67,2.55,2.63,2.99,101.05,105.81,110.44,113.0,3,29,7,0.221
2.55,2.63,2.99,3.49,105.81,110.44,113.0,115.52,4,29,7,0.19
2.63,2.99,3.49,3.97,110.44,113.0,115.52,120.33,5,29,7,0.316
2.99,3.49,3.97,4.54,113.0,115.52,120.33,140.06,6,29,7,0.21100000000000002
3.49,3.97,4.54,4.89,115.52,120.33,140.06,139.49,7,29,7,0.17
3.97,4.54,4.89,5.26,120.33,140.06,139.49,137.53,8,29,7,0.185
4.54,4.89,5.26,5.61,140.06,139.49,137.53,134.98,9,29,7,0.18
