date,ws-2,ws-1,ws,ws+1,wd-2,wd-1,wd,wd+1,hour_from_06,week,month,production
2009-07-04 06:00:00,4.45,4.06,3.7,3.4,116.08,115.24,115.13,117.07,0,27,7,0.406
2009-07-04 07:00:00,4.06,3.7,3.4,3.28,115.24,115.13,117.07,120.38,1,27,7,0.19
2009-07-04 08:00:00,3.7,3.4,3.28,3.52,115.13,117.07,120.38,122.89,2,27,7,0.11
2009-07-04 09:00:00,3.4,3.28,3.52,4.17,117.07,120.38,122.89,123.15,3,27,7,0.075
2009-07-04 10:00:00,3.28,3.52,4.17,5.05,120.38,122.89,123.15,122.74,4,27,7,0.135
2009-07-04 11:00:00,3.52,4.17,5.05,5.88,122.89,123.15,122.74,123.03,5,27,7,0.11
2009-07-04 12:00:00,4.17,5.05,5.88,6.7,123.15,122.74,123.03,132.94,6,27,7,0.201
2009-07-04 13:00:00,5.05,5.88,6.7,6.75,122.74,123.03,132.94,132.32,7,27,7,0.386
2009-07-04 14:00:00,5.88,6.7,6.75,6.61,123.03,132.94,132.32,132.85,8,27,7,0.461
2009-07-04 15:00:00,6.7,6.75,6.61,6.34,132.94,132.32,132.85,134.06,9,27,7,0.451
2009-07-04 16:00:00,6.75,6.61,6.34,6.09,132.32,132.85,134.06,135.15,10,27,7,0.376
2009-07-04 17:00:00,6.61,6.34,6.09,6.02,132.85,134.06,135.15,135.02,11,27,7,0.266
2009-07-04 18:00:00,6.34,6.09,6.02,6.21,134.06,135.15,135.02,133.05,12,27,7,0.24100000000000002
2009-07-04 19:00:00,6.09,6.02,6.21,6.36,135.15,135.02,133.05,130.23,11,27,7,0.23600000000000002
2009-07-04 20:00:00,6.02,6.21,6.36,6.07,135.02,133.05,130.23,127.34,10,27,7,0.226
2009-07-04 21:00:00,6.21,6.36,6.07,5.1,133.05,130.23,127.34,124.22,9,27,7,0.271
2009-07-04 22:00:00,6.36,6.07,5.1,3.86,130.23,127.34,124.22,119.72,8,27,7,0.271
2009-07-04 23:00:00,6.07,5.1,3.86,2.95,127.34,124.22,119.72,113.22,7,27,7,0.29600000000000004
2009-07-05 00:00:00,5.1,3.86,2.95,3.66,124.22,119.72,113.22,106.24,6,27,7,0.19
2009-07-05 01:00:00,3.86,2.95,3.66,3.33,119.72,113.22,106.24,104.72,5,27,7,0.12
2009-07-05 02:00:00,2.95,3.66,3.33,3.18,113.22,106.24,104.72,102.23,4,27,7,0.195
2009-07-05 03:00:00,3.66,3.33,3.18,3.17,106.24,104.72,102.23,99.29,3,27,7,0.281
2009-07-05 04:00:00,3.33,3.18,3.17,3.24,104.72,102.23,99.29,96.8,2,27,7,0.221
2009-07-05 05:00:00,3.18,3.17,3.24,3.34,102.23,99.29,96.8,95.47,1,27,7,0.14
2009-07-05 06:00:00,3.17,3.24,3.34,3.41,99.29,96.8,95.47,95.41,0,27,7,0.21600000000000003
2009-07-05 07:00:00,3.24,3.34,3.41,3.44,96.8,95.47,95.41,95.31,1,27,7,0.281
2009-07-05 08:00:00,3.34,3.41,3.44,3.43,95.47,95.41,95.31,93.59,2,27,7,0.20600000000000002
2009-07-05 09:00:00,3.41,3.44,3.43,3.41,95.41,95.31,93.59,89.44,3,27,7,0.185
2009-07-05 10:00:00,3.44,3.43,3.41,3.41,95.31,93.59,89.44,85.52,4,27,7,0.24600000000000002
2009-07-05 11:00:00,3.43,3.41,3.41,3.45,93.59,89.44,85.52,85.48,5,27,7,0.266
2009-07-05 12:00:00,3.41,3.41,3.45,3.55,89.44,85.52,85.48,83.01,6,27,7,0.165
2009-07-05 13:00:00,3.41,3.45,3.55,3.94,85.52,85.48,83.01,90.84,7,27,7,0.025
2009-07-05 14:00:00,3.45,3.55,3.94,4.1,85.48,83.01,90.84,97.9,8,27,7,0.01
2009-07-05 15:00:00,3.55,3.94,4.1,4.11,83.01,90.84,97.9,104.57,9,27,7,0.0
2009-07-05 16:00:00,3.94,4.1,4.11,4.09,90.84,97.9,104.57,109.68,10,27,7,0.01
2009-07-05 17:00:00,4.1,4.11,4.09,4.1,97.9,104.57,109.68,111.21,11,27,7,0.035
2009-07-05 18:00:00,4.11,4.09,4.1,4.2,104.57,109.68,111.21,108.12,12,27,7,0.03
2009-07-05 19:00:00,4.09,4.1,4.2,4.29,109.68,111.21,108.12,103.66,11,27,7,0.02
2009-07-05 20:00:00,4.1,4.2,4.29,4.18,111.21,108.12,103.66,101.39,10,27,7,0.045
2009-07-05 21:00:00,4.2,4.29,4.18,3.72,108.12,103.66,101.39,103.82,9,27,7,0.07
2009-07-05 22:00:00,4.29,4.18,3.72,3.14,103.66,101.39,103.82,109.42,8,27,7,0.085
2009-07-05 23:00:00,4.18,3.72,3.14,2.73,101.39,103.82,109.42,112.95,7,27,7,0.065
2009-07-06 00:00:00,3.72,3.14,2.73,2.97,103.82,109.42,112.95,108.7,6,28,7,0.015
2009-07-06 01:00:00,3.14,2.73,2.97,2.94,109.42,112.95,108.7,108.75,5,28,7,0.01
2009-07-06 02:00:00,2.73,2.97,2.94,2.85,112.95,108.7,108.75,115.61,4,28,7,0.035
2009-07-06 03:00:00,2.97,2.94,2.85,2.79,108.7,108.75,115.61,126.18,3,28,7,0.09
2009-07-06 04:00:00,2.94,2.85,2.79,2.77,108.75,115.61,126.18,134.25,2,28,7,0.115
2009-07-06 05:00:00,2.85,2.79,2.77,2.62,115.61,126.18,134.25,133.12,1,28,7,0.06
2009-07-06 06:00:00,2.79,2.77,2.62,2.4,126.18,134.25,133.12,116.54,0,28,7,0.05
2009-07-06 07:00:00,2.77,2.62,2.4,2.54,134.25,133.12,116.54,92.97,1,28,7,0.03
2009-07-06 08:00:00,2.62,2.4,2.54,2.94,133.12,116.54,92.97,79.63,2,28,7,0.0
2009-07-06 09:00:00,2.4,2.54,2.94,3.14,116.54,92.97,79.63,79.78,3,28,7,0.0
2009-07-06 10:00:00,2.54,2.94,3.14,3.23,92.97,79.63,79.78,87.43,4,28,7,0.04
2009-07-06 11:00:00,2.94,3.14,3.23,3.5,79.63,79.78,87.43,96.18,5,28,7,0.04
2009-07-06 12:00:00,3.14,3.23,3.5,4.34,79.78,87.43,96.18,106.87,6,28,7,0.09
2009-07-06 13:00:00,3.23,3.5,4.34,5.05,87.43,96.18,106.87,108.15,7,28,7,0.125
2009-07-06 14:00:00,3.5,4.34,5.05,5.64,96.18,106.87,108.15,108.84,8,28,7,0.085
2009-07-06 15:00:00,4.34,5.05,5.64,6.1,106.87,108.15,108.84,109.15,9,28,7,0.055
2009-07-06 16:00:00,5.05,5.64,6.1,6.45,108.15,108.84,109.15,108.67,10,28,7,0.085
2009-07-06 17:00:00,5.64,6.1,6.45,6.69,108.84,109.15,108.67,106.91,11,28,7,0.21100000000000002
2009-07-06 18:00:00,6.1,6.45,6.69,6.84,109.15,108.67,106.91,103.9,12,28,7,0.266
2009-07-06 19:00:00,6.45,6.69,6.84,6.77,108.67,106.91,103.9,101.89,11,28,7,0.185
2009-07-06 20:00:00,6.69,6.84,6.77,6.3,106.91,103.9,101.89,103.77,10,28,7,0.16
2009-07-06 21:00:00,6.84,6.77,6.3,5.43,103.9,101.89,103.77,112.94,9,28,7,0.075
2009-07-06 22:00:00,6.77,6.3,5.43,4.58,101.89,103.77,112.94,128.26,8,28,7,0.175
2009-07-06 23:00:00,6.3,5.43,4.58,3.91,103.77,112.94,128.26,142.94,7,28,7,0.12
2009-07-07 00:00:00,5.43,4.58,3.91,3.15,112.94,128.26,142.94,133.26,6,28,7,0.02
2009-07-07 01:00:00,4.58,3.91,3.15,2.46,128.26,142.94,133.26,127.73,5,28,7,0.05
2009-07-07 02:00:00,3.91,3.15,2.46,2.1,142.94,133.26,127.73,120.81,4,28,7,0.07
2009-07-07 03:00:00,3.15,2.46,2.1,2.01,133.26,127.73,120.81,113.94,3,28,7,0.005
2009-07-07 04:00:00,2.46,2.1,2.01,2.17,127.73,120.81,113.94,108.21,2,28,7,0.0
2009-07-07 05:00:00,2.1,2.01,2.17,2.54,120.81,113.94,108.21,103.66,1,28,7,0.03
2009-07-07 06:00:00,2.01,2.17,2.54,3.11,113.94,108.21,103.66,100.05,0,28,7,0.02
2009-07-07 07:00:00,2.17,2.54,3.11,3.76,108.21,103.66,100.05,97.82,1,28,7,0.075
2009-07-07 08:00:00,2.54,3.11,3.76,4.39,103.66,100.05,97.82,96.98,2,28,7,0.105
2009-07-07 09:00:00,3.11,3.76,4.39,4.89,100.05,97.82,96.98,97.5,3,28,7,0.16
2009-07-07 10:00:00,3.76,4.39,4.89,5.24,97.82,96.98,97.5,99.69,4,28,7,0.18
2009-07-07 11:00:00,4.39,4.89,5.24,5.45,96.98,97.5,99.69,104.08,5,28,7,0.231
2009-07-07 12:00:00,4.89,5.24,5.45,5.91,97.5,99.69,104.08,108.1,6,28,7,0.306
2009-07-07 13:00:00,5.24,5.45,5.91,6.41,99.69,104.08,108.1,111.86,7,28,7,0.28600000000000003
2009-07-07 14:00:00,5.45,5.91,6.41,6.73,104.08,108.1,111.86,114.04,8,28,7,0.24600000000000002
2009-07-07 15:00:00,5.91,6.41,6.73,6.91,108.1,111.86,114.04,115.21,9,28,7,0.306
2009-07-07 16:00:00,6.41,6.73,6.91,7.0,111.86,114.04,115.21,115.89,10,28,7,0.306
2009-07-07 17:00:00,6.73,6.91,7.0,7.09,114.04,115.21,115.89,116.47,11,28,7,0.306
2009-07-07 18:00:00,6.91,7.0,7.09,7.24,115.21,115.89,116.47,117.13,12,28,7,0.316
2009-07-07 19:00:00,7.0,7.09,7.24,7.34,115.89,116.47,117.13,117.36,11,28,7,0.381
2009-07-07 20:00:00,7.09,7.24,7.34,7.27,116.47,117.13,117.36,116.48,10,28,7,0.41100000000000003
2009-07-07 21:00:00,7.24,7.34,7.27,6.94,117.13,117.36,116.48,113.98,9,28,7,0.426
2009-07-07 22:00:00,7.34,7.27,6.94,6.39,117.36,116.48,113.98,110.44,8,28,7,0.391
2009-07-07 23:00:00,7.27,6.94,6.39,5.66,116.48,113.98,110.44,106.88,7,28,7,0.34600000000000003
2009-07-08 00:00:00,6.94,6.39,5.66,5.56,113.98,110.44,106.88,101.4,6,28,7,0.316
2009-07-08 01:00:00,6.39,5.66,5.56,5.18,110.44,106.88,101.4,99.12,5,28,7,0.271
2009-07-08 02:00:00,5.66,5.56,5.18,4.8,106.88,101.4,99.12,99.83,4,28,7,0.276
2009-07-08 03:00:00,5.56,5.18,4.8,4.42,101.4,99.12,99.83,103.1,3,28,7,0.226
2009-07-08 04:00:00,5.18,4.8,4.42,4.05,99.12,99.83,103.1,107.51,2,28,7,0.276
2009-07-08 05:00:00,4.8,4.42,4.05,3.67,99.83,103.1,107.51,110.92,1,28,7,0.21600000000000003
2009-07-08 06:00:00,4.42,4.05,3.67,3.23,103.1,107.51,110.92,111.4,0,28,7,0.145
2009-07-08 07:00:00,4.05,3.67,3.23,2.89,107.51,110.92,111.4,110.88,1,28,7,0.1
2009-07-08 08:00:00,3.67,3.23,2.89,2.86,110.92,111.4,110.88,113.62,2,28,7,0.07
2009-07-08 09:00:00,3.23,2.89,2.86,3.29,111.4,110.88,113.62,121.35,3,28,7,0.06
2009-07-08 10:00:00,2.89,2.86,3.29,3.95,110.88,113.62,121.35,129.89,4,28,7,0.06
2009-07-08 11:00:00,2.86,3.29,3.95,4.49,113.62,121.35,129.89,137.99,5,28,7,0.045
2009-07-08 12:00:00,3.29,3.95,4.49,4.54,121.35,129.89,137.99,147.94,6,28,7,0.045
2009-07-08 13:00:00,3.95,4.49,4.54,4.73,129.89,137.99,147.94,155.68,7,28,7,0.085
2009-07-08 14:00:00,4.49,4.54,4.73,4.76,137.99,147.94,155.68,160.13,8,28,7,0.085
2009-07-08 15:00:00,4.54,4.73,4.76,4.63,147.94,155.68,160.13,162.64,9,28,7,0.08
2009-07-08 16:00:00,4.73,4.76,4.63,4.43,155.68,160.13,162.64,164.2,10,28,7,0.095
2009-07-08 17:00:00,4.76,4.63,4.43,4.23,160.13,162.64,164.2,165.65,11,28,7,0.05
2009-07-08 18:00:00,4.63,4.43,4.23,4.12,162.64,164.2,165.65,167.72,12,28,7,0.035
2009-07-08 19:00:00,4.43,4.23,4.12,3.97,164.2,165.65,167.72,170.91,11,28,7,0.055
2009-07-08 20:00:00,4.23,4.12,3.97,3.67,165.65,167.72,170.91,176.13,10,28,7,0.04
2009-07-08 21:00:00,4.12,3.97,3.67,3.18,167.72,170.91,176.13,184.95,9,28,7,0.035
2009-07-08 22:00:00,3.97,3.67,3.18,2.74,170.91,176.13,184.95,196.08,8,28,7,0.02
2009-07-08 23:00:00,3.67,3.18,2.74,2.52,176.13,184.95,196.08,202.81,7,28,7,0.025
2009-07-09 00:00:00,3.18,2.74,2.52,2.35,184.95,196.08,202.81,187.01,6,28,7,0.06
2009-07-09 01:00:00,2.74,2.52,2.35,2.45,196.08,202.81,187.01,180.91,5,28,7,0.03
2009-07-09 02:00:00,2.52,2.35,2.45,2.5,202.81,187.01,180.91,177.71,4,28,7,0.045
2009-07-09 03:00:00,2.35,2.45,2.5,2.45,187.01,180.91,177.71,177.04,3,28,7,0.065
2009-07-09 04:00:00,2.45,2.5,2.45,2.21,180.91,177.71,177.04,179.99,2,28,7,0.075
2009-07-09 05:00:00,2.5,2.45,2.21,1.71,177.71,177.04,179.99,190.96,1,28,7,0.135
2009-07-09 06:00:00,2.45,2.21,1.71,1.2,177.04,179.99,190.96,225.51,0,28,7,0.185
2009-07-09 07:00:00,2.21,1.71,1.2,1.43,179.99,190.96,225.51,273.82,1,28,7,0.075
2009-07-09 08:00:00,1.71,1.2,1.43,2.01,190.96,225.51,273.82,295.0,2,28,7,0.005
2009-07-09 09:00:00,1.2,1.43,2.01,2.26,225.51,273.82,295.0,302.49,3,28,7,0.0
2009-07-09 10:00:00,1.43,2.01,2.26,2.19,273.82,295.0,302.49,304.94,4,28,7,0.0
2009-07-09 11:00:00,2.01,2.26,2.19,2.03,295.0,302.49,304.94,303.42,5,28,7,0.03
2009-07-09 12:00:00,2.26,2.19,2.03,2.04,302.49,304.94,303.42,291.53,6,28,7,0.03
2009-07-09 13:00:00,2.19,2.03,2.04,2.23,304.94,303.42,291.53,290.25,7,28,7,0.0
2009-07-09 14:00:00,2.03,2.04,2.23,2.45,303.42,291.53,290.25,290.6,8,28,7,0.0
2009-07-09 15:00:00,2.04,2.23,2.45,2.7,291.53,290.25,290.6,292.27,9,28,7,0.0
2009-07-09 16:00:00,2.23,2.45,2.7,2.98,290.25,290.6,292.27,295.74,10,28,7,0.0
2009-07-09 17:00:00,2.45,2.7,2.98,3.34,290.6,292.27,295.74,301.27,11,28,7,0.0
2009-07-09 18:00:00,2.7,2.98,3.34,3.8,292.27,295.74,301.27,308.02,12,28,7,0.015
2009-07-09 19:00:00,2.98,3.34,3.8,4.18,295.74,301.27,308.02,313.57,11,28,7,0.005
2009-07-09 20:00:00,3.34,3.8,4.18,4.21,301.27,308.02,313.57,316.81,10,28,7,0.025
2009-07-09 21:00:00,3.8,4.18,4.21,3.7,308.02,313.57,316.81,317.46,9,28,7,0.095
2009-07-09 22:00:00,4.18,4.21,3.7,2.95,313.57,316.81,317.46,316.97,8,28,7,0.085
2009-07-09 23:00:00,4.21,3.7,2.95,2.38,316.81,317.46,316.97,318.43,7,28,7,0.13
2009-07-10 00:00:00,3.7,2.95,2.38,3.2,317.46,316.97,318.43,331.68,6,28,7,0.12
2009-07-10 01:00:00,2.95,2.38,3.2,3.15,316.97,318.43,331.68,337.25,5,28,7,0.095
2009-07-10 02:00:00,2.38,3.2,3.15,3.17,318.43,331.68,337.25,341.64,4,28,7,0.095
2009-07-10 03:00:00,3.2,3.15,3.17,3.23,331.68,337.25,341.64,344.72,3,28,7,0.1
2009-07-10 04:00:00,3.15,3.17,3.23,3.28,337.25,341.64,344.72,346.7,2,28,7,0.16
2009-07-10 05:00:00,3.17,3.23,3.28,3.27,341.64,344.72,346.7,347.89,1,28,7,0.19
2009-07-10 06:00:00,3.23,3.28,3.27,3.17,344.72,346.7,347.89,348.48,0,28,7,0.165
2009-07-10 07:00:00,3.28,3.27,3.17,3.06,346.7,347.89,348.48,347.93,1,28,7,0.105
2009-07-10 08:00:00,3.27,3.17,3.06,3.04,347.89,348.48,347.93,345.5,2,28,7,0.09
2009-07-10 09:00:00,3.17,3.06,3.04,3.19,348.48,347.93,345.5,341.41,3,28,7,0.1
2009-07-10 10:00:00,3.06,3.04,3.19,3.42,347.93,345.5,341.41,338.04,4,28,7,0.095
2009-07-10 11:00:00,3.04,3.19,3.42,3.6,345.5,341.41,338.04,337.28,5,28,7,0.11
2009-07-10 12:00:00,3.19,3.42,3.6,3.14,341.41,338.04,337.28,349.58,6,28,7,0.11
2009-07-10 13:00:00,3.42,3.6,3.14,3.26,338.04,337.28,349.58,357.26,7,28,7,0.005
2009-07-10 14:00:00,3.6,3.14,3.26,3.59,337.28,349.58,357.26,9.25,8,28,7,0.0
2009-07-10 15:00:00,3.14,3.26,3.59,4.17,349.58,357.26,9.25,20.77,9,28,7,0.04
2009-07-10 16:00:00,3.26,3.59,4.17,4.87,357.26,9.25,20.77,28.99,10,28,7,0.165
2009-07-10 17:00:00,3.59,4.17,4.87,5.5,9.25,20.77,28.99,33.41,11,28,7,0.266
2009-07-10 18:00:00,4.17,4.87,5.5,5.87,20.77,28.99,33.41,34.56,12,28,7,0.326
2009-07-10 19:00:00,4.87,5.5,5.87,5.85,28.99,33.41,34.56,33.89,11,28,7,0.35100000000000003
2009-07-10 20:00:00,5.5,5.87,5.85,5.36,33.41,34.56,33.89,32.41,10,28,7,0.361
2009-07-10 21:00:00,5.87,5.85,5.36,4.38,34.56,33.89,32.41,30.55,9,28,7,0.311
2009-07-10 22:00:00,5.85,5.36,4.38,3.28,33.89,32.41,30.55,27.85,8,28,7,0.306
2009-07-10 23:00:00,5.36,4.38,3.28,2.51,32.41,30.55,27.85,24.18,7,28,7,0.29100000000000004
2009-07-11 00:00:00,4.38,3.28,2.51,3.55,30.55,27.85,24.18,19.43,6,28,7,0.281
2009-07-11 01:00:00,3.28,2.51,3.55,3.4,27.85,24.18,19.43,17.63,5,28,7,0.23600000000000002
2009-07-11 02:00:00,2.51,3.55,3.4,3.4,24.18,19.43,17.63,20.44,4,28,7,0.366
2009-07-11 03:00:00,3.55,3.4,3.4,3.54,19.43,17.63,20.44,26.24,3,28,7,0.381
2009-07-11 04:00:00,3.4,3.4,3.54,3.72,17.63,20.44,26.24,32.2,2,28,7,0.42100000000000004
2009-07-11 05:00:00,3.4,3.54,3.72,3.8,20.44,26.24,32.2,36.29,1,28,7,0.48100000000000004
2009-07-11 06:00:00,3.54,3.72,3.8,3.67,26.24,32.2,36.29,38.12,0,28,7,0.451
2009-07-11 07:00:00,3.72,3.8,3.67,3.51,32.2,36.29,38.12,41.31,1,28,7,0.466
2009-07-11 08:00:00,3.8,3.67,3.51,3.59,36.29,38.12,41.31,50.07,2,28,7,0.47600000000000003
2009-07-11 09:00:00,3.67,3.51,3.59,4.25,38.12,41.31,50.07,62.94,3,28,7,0.501
2009-07-11 10:00:00,3.51,3.59,4.25,5.15,41.31,50.07,62.94,71.95,4,28,7,0.42100000000000004
2009-07-11 11:00:00,3.59,4.25,5.15,5.6,50.07,62.94,71.95,75.59,5,28,7,0.251
2009-07-11 12:00:00,4.25,5.15,5.6,4.76,62.94,71.95,75.59,83.73,6,28,7,0.19
