date,ws-2,ws-1,ws,ws+1,wd-2,wd-1,wd,wd+1,hour_from_06,week,month,production
2009-07-04 15:00:00,5.61,5.31,5.03,4.74,145.21,141.17,137.1,133.11,9,27,7,0.053
2009-07-04 16:00:00,5.31,5.03,4.74,4.46,141.17,137.1,133.11,129.46,10,27,7,0.066
2009-07-04 17:00:00,5.03,4.74,4.46,4.21,137.1,133.11,129.46,126.61,11,27,7,0.066
2009-07-04 18:00:00,4.74,4.46,4.21,3.95,133.11,129.46,126.61,124.88,12,27,7,0.053
2009-07-04 19:00:00,4.46,4.21,3.95,3.57,129.46,126.61,124.88,123.27,11,27,7,0.039
2009-07-04 20:00:00,4.21,3.95,3.57,2.9,126.61,124.88,123.27,119.55,10,27,7,0.026000000000000002
2009-07-04 21:00:00,3.95,3.57,2.9,1.91,124.88,123.27,119.55,108.15,9,27,7,0.013000000000000001
2009-07-04 22:00:00,3.57,2.9,1.91,1.0,123.27,119.55,108.15,73.28,8,27,7,0.013000000000000001
2009-07-04 23:00:00,2.9,1.91,1.0,0.87,119.55,108.15,73.28,3.46,7,27,7,0.013000000000000001
2009-07-05 00:00:00,1.91,1.0,0.87,1.21,108.15,73.28,3.46,44.19,6,27,7,0.0
2009-07-05 01:00:00,1.0,0.87,1.21,1.66,73.28,3.46,44.19,29.49,5,27,7,0.0
2009-07-05 02:00:00,0.87,1.21,1.66,2.16,3.46,44.19,29.49,25.97,4,27,7,0.0
2009-07-05 03:00:00,1.21,1.66,2.16,2.64,44.19,29.49,25.97,26.37,3,27,7,0.0
2009-07-05 04:00:00,1.66,2.16,2.64,3.04,29.49,25.97,26.37,27.75,2,27,7,0.0
2009-07-05 05:00:00,2.16,2.64,3.04,3.34,25.97,26.37,27.75,28.79,1,27,7,0.0
2009-07-05 06:00:00,2.64,3.04,3.34,3.49,26.37,27.75,28.79,28.81,0,27,7,0.053
2009-07-05 07:00:00,3.04,3.34,3.49,3.44,27.75,28.79,28.81,27.62,1,27,7,0.132
2009-07-05 08:00:00,3.34,3.49,3.44,3.15,28.79,28.81,27.62,24.7,2,27,7,0.171
2009-07-05 09:00:00,3.49,3.44,3.15,2.6,28.81,27.62,24.7,19.21,3,27,7,0.21100000000000002
2009-07-05 10:00:00,3.44,3.15,2.6,1.95,27.62,24.7,19.21,13.39,4,27,7,0.171
2009-07-05 11:00:00,3.15,2.6,1.95,1.3,24.7,19.21,13.39,17.09,5,27,7,0.079
2009-07-05 12:00:00,2.6,1.95,1.3,1.42,19.21,13.39,17.09,48.63,6,27,7,0.013000000000000001
2009-07-05 13:00:00,1.95,1.3,1.42,1.82,13.39,17.09,48.63,72.88,7,27,7,0.0
2009-07-05 14:00:00,1.3,1.42,1.82,2.18,17.09,48.63,72.88,82.04,8,27,7,0.0
2009-07-05 15:00:00,1.42,1.82,2.18,2.39,48.63,72.88,82.04,84.98,9,27,7,0.0
2009-07-05 16:00:00,1.82,2.18,2.39,2.55,72.88,82.04,84.98,84.84,10,27,7,0.0
2009-07-05 17:00:00,2.18,2.39,2.55,2.77,82.04,84.98,84.84,83.17,11,27,7,0.0
2009-07-05 18:00:00,2.39,2.55,2.77,3.12,84.98,84.84,83.17,81.09,12,27,7,0.013000000000000001
2009-07-05 19:00:00,2.55,2.77,3.12,3.45,84.84,83.17,81.09,78.6,11,27,7,0.039
2009-07-05 20:00:00,2.77,3.12,3.45,3.57,83.17,81.09,78.6,75.0,10,27,7,0.053
2009-07-05 21:00:00,3.12,3.45,3.57,3.36,81.09,78.6,75.0,69.47,9,27,7,0.039
2009-07-05 22:00:00,3.45,3.57,3.36,3.05,78.6,75.0,69.47,64.08,8,27,7,0.053
2009-07-05 23:00:00,3.57,3.36,3.05,2.86,75.0,69.47,64.08,64.16,7,27,7,0.053
2009-07-06 00:00:00,3.36,3.05,2.86,4.34,69.47,64.08,64.16,98.56,6,28,7,0.19699999999999998
2009-07-06 01:00:00,3.05,2.86,4.34,3.66,64.08,64.16,98.56,114.44,5,28,7,0.039
2009-07-06 02:00:00,2.86,4.34,3.66,2.83,64.16,98.56,114.44,137.58,4,28,7,0.013000000000000001
2009-07-06 03:00:00,4.34,3.66,2.83,2.39,98.56,114.44,137.58,172.53,3,28,7,0.013000000000000001
2009-07-06 04:00:00,3.66,2.83,2.39,2.53,114.44,137.58,172.53,204.86,2,28,7,0.013000000000000001
2009-07-06 05:00:00,2.83,2.39,2.53,2.52,137.58,172.53,204.86,225.22,1,28,7,0.039
2009-07-06 06:00:00,2.39,2.53,2.52,1.78,172.53,204.86,225.22,242.97,0,28,7,0.039
2009-07-06 07:00:00,2.53,2.52,1.78,0.81,204.86,225.22,242.97,287.8,1,28,7,0.013000000000000001
2009-07-06 08:00:00,2.52,1.78,0.81,0.98,225.22,242.97,287.8,11.15,2,28,7,0.0
2009-07-06 09:00:00,1.78,0.81,0.98,1.35,242.97,287.8,11.15,42.93,3,28,7,0.013000000000000001
2009-07-06 10:00:00,0.81,0.98,1.35,1.46,287.8,11.15,42.93,72.15,4,28,7,0.013000000000000001
2009-07-06 11:00:00,0.98,1.35,1.46,1.71,11.15,42.93,72.15,105.32,5,28,7,0.026000000000000002
2009-07-06 12:00:00,1.35,1.46,1.71,2.69,42.93,72.15,105.32,135.13,6,28,7,0.0
2009-07-06 13:00:00,1.46,1.71,2.69,3.13,72.15,105.32,135.13,131.44,7,28,7,0.0
2009-07-06 14:00:00,1.71,2.69,3.13,3.34,105.32,135.13,131.44,124.79,8,28,7,0.0
2009-07-06 15:00:00,2.69,3.13,3.34,3.42,135.13,131.44,124.79,117.28,9,28,7,0.0
2009-07-06 16:00:00,3.13,3.34,3.42,3.4,131.44,124.79,117.28,111.48,10,28,7,0.053
2009-07-06 17:00:00,3.34,3.42,3.4,3.24,124.79,117.28,111.48,110.47,11,28,7,0.079
2009-07-06 18:00:00,3.42,3.4,3.24,2.95,117.28,111.48,110.47,118.07,12,28,7,0.053
2009-07-06 19:00:00,3.4,3.24,2.95,2.82,111.48,110.47,118.07,136.05,11,28,7,0.053
2009-07-06 20:00:00,3.24,2.95,2.82,3.27,110.47,118.07,136.05,158.31,10,28,7,0.053
2009-07-06 21:00:00,2.95,2.82,3.27,4.33,118.07,136.05,158.31,173.76,9,28,7,0.026000000000000002
2009-07-06 22:00:00,2.82,3.27,4.33,5.35,136.05,158.31,173.76,181.74,8,28,7,0.013000000000000001
2009-07-06 23:00:00,3.27,4.33,5.35,5.63,158.31,173.76,181.74,186.11,7,28,7,0.158
2009-07-07 00:00:00,4.33,5.35,5.63,3.91,173.76,181.74,186.11,187.37,6,28,7,0.303
2009-07-07 01:00:00,5.35,5.63,3.91,3.04,181.74,186.11,187.37,192.96,5,28,7,0.066
2009-07-07 02:00:00,5.63,3.91,3.04,2.65,186.11,187.37,192.96,192.34,4,28,7,0.013000000000000001
2009-07-07 03:00:00,3.91,3.04,2.65,2.61,187.37,192.96,192.34,184.5,3,28,7,0.053
2009-07-07 04:00:00,3.04,2.65,2.61,2.86,192.96,192.34,184.5,172.64,2,28,7,0.092
2009-07-07 05:00:00,2.65,2.61,2.86,3.29,192.34,184.5,172.64,160.12,1,28,7,0.053
2009-07-07 06:00:00,2.61,2.86,3.29,3.8,184.5,172.64,160.12,148.16,0,28,7,0.0
2009-07-07 07:00:00,2.86,3.29,3.8,4.35,172.64,160.12,148.16,138.35,1,28,7,0.0
2009-07-07 08:00:00,3.29,3.8,4.35,4.86,160.12,148.16,138.35,131.64,2,28,7,0.013000000000000001
2009-07-07 09:00:00,3.8,4.35,4.86,5.24,148.16,138.35,131.64,128.05,3,28,7,0.145
2009-07-07 10:00:00,4.35,4.86,5.24,5.52,138.35,131.64,128.05,126.74,4,28,7,0.092
2009-07-07 11:00:00,4.86,5.24,5.52,5.78,131.64,128.05,126.74,127.17,5,28,7,0.145
2009-07-07 12:00:00,5.24,5.52,5.78,6.75,128.05,126.74,127.17,122.41,6,28,7,0.092
2009-07-07 13:00:00,5.52,5.78,6.75,7.33,126.74,127.17,122.41,124.65,7,28,7,0.092
2009-07-07 14:00:00,5.78,6.75,7.33,7.58,127.17,122.41,124.65,125.71,8,28,7,0.105
2009-07-07 15:00:00,6.75,7.33,7.58,7.57,122.41,124.65,125.71,126.24,9,28,7,0.145
2009-07-07 16:00:00,7.33,7.58,7.57,7.37,124.65,125.71,126.24,127.06,10,28,7,0.25
2009-07-07 17:00:00,7.58,7.57,7.37,7.07,125.71,126.24,127.06,129.12,11,28,7,0.158
2009-07-07 18:00:00,7.57,7.37,7.07,6.76,126.24,127.06,129.12,133.05,12,28,7,0.184
2009-07-07 19:00:00,7.37,7.07,6.76,6.48,127.06,129.12,133.05,137.58,11,28,7,0.263
2009-07-07 20:00:00,7.07,6.76,6.48,6.16,129.12,133.05,137.58,140.75,10,28,7,0.158
2009-07-07 21:00:00,6.76,6.48,6.16,5.77,133.05,137.58,140.75,140.91,9,28,7,0.11800000000000001
2009-07-07 22:00:00,6.48,6.16,5.77,5.39,137.58,140.75,140.91,138.83,8,28,7,0.105
2009-07-07 23:00:00,6.16,5.77,5.39,5.12,140.75,140.91,138.83,136.39,7,28,7,0.053
2009-07-08 00:00:00,5.77,5.39,5.12,5.11,140.91,138.83,136.39,127.19,6,28,7,0.039
2009-07-08 01:00:00,5.39,5.12,5.11,5.17,138.83,136.39,127.19,126.44,5,28,7,0.026000000000000002
2009-07-08 02:00:00,5.12,5.11,5.17,5.19,136.39,127.19,126.44,128.34,4,28,7,0.013000000000000001
2009-07-08 03:00:00,5.11,5.17,5.19,5.17,127.19,126.44,128.34,131.85,3,28,7,0.039
2009-07-08 04:00:00,5.17,5.19,5.17,5.08,126.44,128.34,131.85,135.51,2,28,7,0.066
2009-07-08 05:00:00,5.19,5.17,5.08,4.87,128.34,131.85,135.51,137.76,1,28,7,0.11800000000000001
2009-07-08 06:00:00,5.17,5.08,4.87,4.5,131.85,135.51,137.76,137.43,0,28,7,0.355
2009-07-08 07:00:00,5.08,4.87,4.5,4.12,135.51,137.76,137.43,135.53,1,28,7,0.22399999999999998
2009-07-08 08:00:00,4.87,4.5,4.12,3.93,137.76,137.43,135.53,134.4,2,28,7,0.079
2009-07-08 09:00:00,4.5,4.12,3.93,4.07,137.43,135.53,134.4,136.17,3,28,7,0.026000000000000002
2009-07-08 10:00:00,4.12,3.93,4.07,4.38,135.53,134.4,136.17,139.58,4,28,7,0.0
2009-07-08 11:00:00,3.93,4.07,4.38,4.63,134.4,136.17,139.58,143.04,5,28,7,0.0
2009-07-08 12:00:00,4.07,4.38,4.63,4.65,136.17,139.58,143.04,139.71,6,28,7,0.0
2009-07-08 13:00:00,4.38,4.63,4.65,4.89,139.58,143.04,139.71,139.9,7,28,7,0.0
2009-07-08 14:00:00,4.63,4.65,4.89,5.06,143.04,139.71,139.9,140.79,8,28,7,0.0
2009-07-08 15:00:00,4.65,4.89,5.06,5.13,139.71,139.9,140.79,142.37,9,28,7,0.013000000000000001
2009-07-08 16:00:00,4.89,5.06,5.13,5.12,139.9,140.79,142.37,145.09,10,28,7,0.0
2009-07-08 17:00:00,5.06,5.13,5.12,5.01,140.79,142.37,145.09,149.65,11,28,7,0.013000000000000001
2009-07-08 18:00:00,5.13,5.12,5.01,4.84,142.37,145.09,149.65,156.43,12,28,7,0.053
2009-07-08 19:00:00,5.12,5.01,4.84,4.68,145.09,149.65,156.43,163.66,11,28,7,0.053
2009-07-08 20:00:00,5.01,4.84,4.68,4.5,149.65,156.43,163.66,168.63,10,28,7,0.066
2009-07-08 21:00:00,4.84,4.68,4.5,4.25,156.43,163.66,168.63,169.28,9,28,7,0.066
2009-07-08 22:00:00,4.68,4.5,4.25,3.95,163.66,168.63,169.28,167.46,8,28,7,0.079
2009-07-08 23:00:00,4.5,4.25,3.95,3.64,168.63,169.28,167.46,166.62,7,28,7,0.053
2009-07-09 00:00:00,4.25,3.95,3.64,2.99,169.28,167.46,166.62,188.68,6,28,7,0.039
2009-07-09 01:00:00,3.95,3.64,2.99,2.73,167.46,166.62,188.68,199.85,5,28,7,0.053
2009-07-09 02:00:00,3.64,2.99,2.73,2.64,166.62,188.68,199.85,210.99,4,28,7,0.066
2009-07-09 03:00:00,2.99,2.73,2.64,2.63,188.68,199.85,210.99,221.05,3,28,7,0.053
2009-07-09 04:00:00,2.73,2.64,2.63,2.61,199.85,210.99,221.05,230.61,2,28,7,0.039
2009-07-09 05:00:00,2.64,2.63,2.61,2.47,210.99,221.05,230.61,241.93,1,28,7,0.066
2009-07-09 06:00:00,2.63,2.61,2.47,2.27,221.05,230.61,241.93,258.02,0,28,7,0.053
2009-07-09 07:00:00,2.61,2.47,2.27,2.22,230.61,241.93,258.02,275.58,1,28,7,0.079
2009-07-09 08:00:00,2.47,2.27,2.22,2.32,241.93,258.02,275.58,285.61,2,28,7,0.11800000000000001
2009-07-09 09:00:00,2.27,2.22,2.32,2.44,258.02,275.58,285.61,283.6,3,28,7,0.105
2009-07-09 10:00:00,2.22,2.32,2.44,2.49,275.58,285.61,283.6,275.06,4,28,7,0.105
2009-07-09 11:00:00,2.32,2.44,2.49,2.41,285.61,283.6,275.06,265.42,5,28,7,0.132
2009-07-09 12:00:00,2.44,2.49,2.41,1.8,283.6,275.06,265.42,260.08,6,28,7,0.092
2009-07-09 13:00:00,2.49,2.41,1.8,1.41,275.06,265.42,260.08,250.72,7,28,7,0.013000000000000001
2009-07-09 14:00:00,2.41,1.8,1.41,1.02,265.42,260.08,250.72,241.79,8,28,7,0.0
2009-07-09 15:00:00,1.8,1.41,1.02,0.63,260.08,250.72,241.79,227.41,9,28,7,0.0
2009-07-09 16:00:00,1.41,1.02,0.63,0.41,250.72,241.79,227.41,173.99,10,28,7,0.0
2009-07-09 17:00:00,1.02,0.63,0.41,0.88,241.79,227.41,173.99,127.58,11,28,7,0.013000000000000001
2009-07-09 18:00:00,0.63,0.41,0.88,1.77,227.41,173.99,127.58,120.64,12,28,7,0.053
2009-07-09 19:00:00,0.41,0.88,1.77,2.56,173.99,127.58,120.64,122.01,11,28,7,0.066
2009-07-09 20:00:00,0.88,1.77,2.56,2.86,127.58,120.64,122.01,127.58,10,28,7,0.039
2009-07-09 21:00:00,1.77,2.56,2.86,2.43,120.64,122.01,127.58,141.05,9,28,7,0.026000000000000002
2009-07-09 22:00:00,2.56,2.86,2.43,1.74,122.01,127.58,141.05,170.24,8,28,7,0.026000000000000002
2009-07-09 23:00:00,2.86,2.43,1.74,1.49,127.58,141.05,170.24,220.15,7,28,7,0.026000000000000002
2009-07-10 00:00:00,2.43,1.74,1.49,1.85,141.05,170.24,220.15,252.88,6,28,7,0.013000000000000001
2009-07-10 01:00:00,1.74,1.49,1.85,2.56,170.24,220.15,252.88,279.14,5,28,7,0.0
2009-07-10 02:00:00,1.49,1.85,2.56,3.05,220.15,252.88,279.14,294.63,4,28,7,0.013000000000000001
2009-07-10 03:00:00,1.85,2.56,3.05,3.34,252.88,279.14,294.63,307.25,3,28,7,0.092
2009-07-10 04:00:00,2.56,3.05,3.34,3.5,279.14,294.63,307.25,317.56,2,28,7,0.25
2009-07-10 05:00:00,3.05,3.34,3.5,3.57,294.63,307.25,317.56,324.11,1,28,7,0.355
2009-07-10 06:00:00,3.34,3.5,3.57,3.52,307.25,317.56,324.11,325.63,0,28,7,0.32899999999999996
2009-07-10 07:00:00,3.5,3.57,3.52,3.44,317.56,324.11,325.63,324.16,1,28,7,0.355
2009-07-10 08:00:00,3.57,3.52,3.44,3.45,324.11,325.63,324.16,322.73,2,28,7,0.382
2009-07-10 09:00:00,3.52,3.44,3.45,3.64,325.63,324.16,322.73,324.0,3,28,7,0.276
2009-07-10 10:00:00,3.44,3.45,3.64,3.9,324.16,322.73,324.0,328.09,4,28,7,0.25
2009-07-10 11:00:00,3.45,3.64,3.9,4.09,322.73,324.0,328.09,334.76,5,28,7,0.22399999999999998
2009-07-10 12:00:00,3.64,3.9,4.09,3.86,324.0,328.09,334.76,350.28,6,28,7,0.105
2009-07-10 13:00:00,3.9,4.09,3.86,4.0,328.09,334.76,350.28,1.3,7,28,7,0.039
2009-07-10 14:00:00,4.09,3.86,4.0,4.29,334.76,350.28,1.3,12.53,8,28,7,0.039
2009-07-10 15:00:00,3.86,4.0,4.29,4.72,350.28,1.3,12.53,21.8,9,28,7,0.092
2009-07-10 16:00:00,4.0,4.29,4.72,5.22,1.3,12.53,21.8,27.52,10,28,7,0.132
2009-07-10 17:00:00,4.29,4.72,5.22,5.66,12.53,21.8,27.52,28.97,11,28,7,0.145
2009-07-10 18:00:00,4.72,5.22,5.66,5.97,21.8,27.52,28.97,26.15,12,28,7,0.289
2009-07-10 19:00:00,5.22,5.66,5.97,6.15,27.52,28.97,26.15,20.82,11,28,7,0.48700000000000004
2009-07-10 20:00:00,5.66,5.97,6.15,6.19,28.97,26.15,20.82,14.59,10,28,7,0.382
2009-07-10 21:00:00,5.97,6.15,6.19,6.05,26.15,20.82,14.59,8.56,9,28,7,0.289
2009-07-10 22:00:00,6.15,6.19,6.05,5.82,20.82,14.59,8.56,3.37,8,28,7,0.289
2009-07-10 23:00:00,6.19,6.05,5.82,5.59,14.59,8.56,3.37,0.11,7,28,7,0.303
2009-07-11 00:00:00,6.05,5.82,5.59,6.11,8.56,3.37,0.11,4.56,6,28,7,0.263
2009-07-11 01:00:00,5.82,5.59,6.11,6.16,3.37,0.11,4.56,4.24,5,28,7,0.263
2009-07-11 02:00:00,5.59,6.11,6.16,6.2,0.11,4.56,4.24,6.8,4,28,7,0.342
2009-07-11 03:00:00,6.11,6.16,6.2,6.21,4.56,4.24,6.8,11.41,3,28,7,0.42100000000000004
2009-07-11 04:00:00,6.16,6.2,6.21,6.19,4.24,6.8,11.41,16.89,2,28,7,0.447
2009-07-11 05:00:00,6.2,6.21,6.19,6.08,6.8,11.41,16.89,22.07,1,28,7,0.5
2009-07-11 06:00:00,6.21,6.19,6.08,5.82,11.41,16.89,22.07,26.55,0,28,7,0.513
2009-07-11 07:00:00,6.19,6.08,5.82,5.45,16.89,22.07,26.55,32.42,1,28,7,0.513
2009-07-11 08:00:00,6.08,5.82,5.45,5.14,22.07,26.55,32.42,42.65,2,28,7,0.5660000000000001
2009-07-11 09:00:00,5.82,5.45,5.14,5.23,26.55,32.42,42.65,57.56,3,28,7,0.395
